,co2,co2_detrended,rising
1969-01-04,323.3,-0.43088868698868055,True
1969-01-11,324.0,0.24882062890395673,True
1969-01-18,324.3,0.528512309958046,True
1969-01-25,324.1,0.30818637653999303,True
1969-02-01,324.1,0.2878428490051874,True
1969-02-08,323.9,0.06748174769842308,True
1969-02-15,324.3,0.447103092953796,True
1969-02-22,324.8,0.9267069050945906,True
1969-03-01,325.1,1.2062932044333365,True
1969-03-08,325.5,1.5858620112717858,True
1969-03-15,325.7,1.7654133459011518,True
1969-03-22,325.9,1.9449472286016203,True
1969-03-29,325.8,1.8244636796429177,True
1969-04-05,326.2,2.2039627192837656,True
1969-04-12,327.1,3.0834443677724153,True
1969-04-19,326.5,2.46290864534609,True
1969-04-26,326.5,2.44235557223152,True
1969-05-03,327.5,3.421785168644533,True
1969-05-10,327.8,3.7011974547903606,False
1969-05-17,326.8,2.680592450863344,True
1969-05-24,326.9,2.75997017704708,False
1969-05-31,327.4,3.239330653514685,False
1969-06-07,326.5,2.318673900428223,False
1969-06-14,326.7,2.4979999379390847,False
1969-06-21,326.7,2.477308786188132,False
1969-06-28,326.3,2.0566004653052232,False
1969-07-05,326.1,1.835874995409597,False
1969-07-12,326.0,1.7151323966097038,False
1969-07-19,325.7,1.3943726890033759,False
1969-07-26,325.4,1.073595892677531,False
1969-08-02,324.5,0.15280202770856022,False
1969-08-09,324.5,0.13199111416184905,False
1969-08-16,323.1,-1.2888368279078009,False
1969-08-23,322.5,-1.9096817784563314,False
1969-08-30,323.1,-1.3305437174503822,False
1969-09-06,322.2,-2.25142262486753,False
1969-09-13,322.7,-1.7723184806957875,False
1969-09-20,322.8,-1.6932312649341839,False
1969-09-27,321.9,-2.6141609575923894,False
1969-10-04,321.5,-3.0351075386906814,False
1969-10-11,321.8,-2.756070988260376,False
1969-10-18,322.0,-2.5770512863432486,True
1969-10-25,321.9,-2.698048412991966,True
1969-11-01,322.2,-2.419062348269847,True
1969-11-08,322.6,-2.040093072251011,True
1969-11-15,322.7,-1.9611405650203437,True
1969-11-22,323.1,-1.58220480667336,True
1969-11-29,323.5,-1.2032857773165233,True
1969-12-06,323.9,-0.8243834570667445,True
1969-12-13,323.9,-0.8454978260519397,True
1969-12-20,324.2,-0.566628864410518,True
1969-12-27,324.5,-0.28777655229191623,True
1970-01-03,324.7,-0.10894086985609874,True
1970-01-10,325.4,0.5698782027261018,True
1970-01-17,325.0,0.148680685273348,True
1970-01-24,324.8,-0.07253340240680473,True
1970-01-31,325.5,0.6062359594827171,True
1970-02-07,325.7,0.7849887907282209,True
1970-02-14,326.0,1.0637251111052137,True
1970-02-21,326.3,1.3424449403785275,True
1970-02-28,326.1,1.1211482983021028,True
1970-03-07,326.8,1.799835204619285,True
1970-03-14,326.8,1.7785056790627323,True
1970-03-21,327.5,2.4571597413541326,True
1970-03-28,326.9,1.8357974112046236,True
1970-04-04,328.2,3.114418708314588,True
1970-04-11,327.8,2.693023652373654,True
1970-04-18,327.8,2.671612263060581,True
1970-04-25,328.5,3.3501845600435445,True
1970-05-02,327.9,2.728740562979908,False
1970-05-09,327.5,2.307280291516406,True
1970-05-16,328.0,2.785803765288847,False
1970-05-23,328.3,3.0643110039223984,False
1970-05-30,327.9,2.6428020270314505,True
1970-06-06,327.5,2.221276854219809,False
1970-06-13,327.8,2.4997355050803094,False
1970-06-20,327.7,2.3781779991951453,False
1970-06-27,327.2,1.8566043561357901,False
1970-07-04,327.2,1.835014595463008,False
1970-07-11,326.2,0.8134087367267284,False
1970-07-18,326.2,0.7917867994662515,False
1970-07-25,325.6,0.17014880320999737,False
1970-08-01,325.2,-0.2515052325242664,False
1970-08-08,325.2,-0.27317528822948134,False
1970-08-15,324.8,-0.6948613444093894,False
1970-08-22,324.8,-0.71656338157851,False
1970-08-29,323.3,-2.2382813802619808,False
1970-09-05,322.9,-2.6600153209957966,False
1970-09-12,323.5,-2.0817651843265708,False
1970-09-19,323.1,-2.5035309508118075,False
1970-09-26,323.1,-2.525312601019607,True
1970-10-03,323.2,-2.4471101155289716,False
1970-10-10,323.5,-2.1689234749294997,False
1970-10-17,322.9,-2.790752659821578,True
1970-10-24,323.0,-2.712597650816292,True
1970-10-31,323.1,-2.634458428535538,True
1970-11-07,323.6,-2.1563349736119903,True
1970-11-14,323.7,-2.078227266688998,True
1970-11-21,324.2,-1.6001352884205744,True
1970-11-28,324.7,-1.1220590194715783,True
1970-12-05,324.7,-1.1439984405176347,True
1970-12-12,325.0,-0.865953532244987,True
1970-12-19,325.2,-0.6879242753507242,True
1970-12-26,325.5,-0.40991065054259934,True
1971-01-02,325.7,-0.23191263853919963,True
1971-01-09,325.8,-0.15393022006981028,True
1971-01-16,325.9,-0.07596337587443713,True
1971-01-23,326.7,0.7019879132961933,True
1971-01-30,326.6,0.5799236666805996,True
1971-02-06,326.5,0.4578439035065003,True
1971-02-13,326.4,0.33574864299089313,True
1971-02-20,326.7,0.6136379043401234,True
1971-02-27,327.0,0.8915117067496681,True
1971-03-06,327.1,0.9693700694044196,True
1971-03-13,327.3,1.1472130114783567,True
1971-03-20,327.0,0.8250405521347943,True
1971-03-27,327.4,1.2028527105263151,True
1971-04-03,327.4,1.180649505794861,True
1971-04-10,327.1,0.8584309570714481,True
1971-04-17,327.7,1.4361970834763724,True
1971-04-24,328.5,2.2139479041193226,True
1971-05-01,328.2,1.8916834380991645,True
1971-05-08,329.0,2.6694037045040773,True
1971-05-15,329.2,2.847108722411349,False
1971-05-22,328.9,2.524798510887763,False
1971-05-29,328.8,2.4024730889891543,False
1971-06-05,328.5,2.0801324757607063,False
1971-06-12,328.8,2.3577766902368467,False
1971-06-19,328.1,1.635405751441283,False
1971-06-26,328.5,2.013019678386968,False
1971-07-03,327.9,1.390618490076065,False
1971-07-10,327.8,1.2682022055001312,False
1971-07-17,327.5,0.9457708436398207,False
1971-07-24,326.2,-0.376675576534808,False
1971-07-31,326.7,0.10086296393541261,False
1971-08-07,326.1,-0.5216135160009117,False
1971-08-14,325.6,-1.044104997406066,False
1971-08-21,325.3,-1.3666114613530453,False
1971-08-28,324.0,-2.689132888925542,False
1971-09-04,323.6,-3.111669261217969,False
1971-09-11,323.5,-3.234220559335597,False
1971-09-18,323.2,-3.556786764394303,False
1971-09-25,323.3,-3.4793678575207423,True
1971-10-02,323.3,-3.501963819852392,True
1971-10-09,322.9,-3.9245746325374284,True
1971-10-16,323.5,-3.347200276734668,True
1971-10-23,323.6,-3.269840733613705,True
1971-10-30,324.4,-2.4924959843551164,True
1971-11-06,324.3,-2.6151660101497782,True
1971-11-13,324.5,-2.437850792199754,True
1971-11-20,325.0,-1.9605503117174976,True
1971-11-27,325.5,-1.4832645499264459,True
1971-12-04,325.3,-1.7059934880605852,True
1971-12-11,325.9,-1.1287371073648274,True
1971-12-18,326.2,-0.8514953890946799,True
1971-12-25,326.3,-0.7742683145164051,True
1972-01-01,326.6,-0.4970558649071677,True
1972-01-08,326.6,-0.5198580215546258,True
1972-01-15,326.6,-0.5426747657573969,True
1972-01-22,326.6,-0.5655060788246828,True
1972-01-29,327.2,0.011648057923423494,True
1972-02-05,327.4,0.1887876631563472,True
1972-02-12,327.9,0.6659127555324744,True
1972-02-19,327.8,0.5430233536995956,True
1972-02-26,327.4,0.12011947629474662,True
1972-03-04,327.5,0.19720114194427651,True
1972-03-11,327.1,-0.2257316307362771,True
1972-03-18,327.7,0.3513211768577662,True
1972-03-25,328.6,1.228359583320696,True
1972-04-01,328.9,1.5053836072356148,True
1972-04-08,329.4,1.9823932671752686,True
1972-04-15,329.8,2.3593885817015234,True
1972-04-22,330.1,2.6363695693653995,True
1972-04-29,330.0,2.513336248707276,True
1972-05-06,330.0,2.4902886382568568,False
1972-05-13,329.7,2.167226756532955,False
1972-05-20,330.1,2.5441506220437873,False
1972-05-27,330.2,2.6210602532866574,False
1972-06-03,329.7,2.097955668748284,False
1972-06-10,329.1,1.4748368869047113,False
1972-06-17,329.0,1.351703926220921,False
1972-06-24,328.5,0.8285568051514929,False
1972-07-01,328.6,0.9053955421400701,False
1972-07-08,328.3,0.582220155619666,False
1972-07-15,327.7,-0.04096933598754049,False
1972-07-22,328.1,0.33582708572998854,False
1972-07-29,327.5,-0.2873905608270775,False
1972-08-05,326.9,-0.9106222572686988,False
1972-08-12,326.6,-1.233867985215511,False
1972-08-19,326.5,-1.3571277262992112,False
1972-08-26,325.0,-2.880401462161842,False
1972-09-02,325.4,-2.503689174456497,False
1972-09-09,325.7,-2.226990844846682,False
1972-09-16,324.8,-3.150306455007012,False
1972-09-23,324.2,-3.7736359866226508,True
1972-09-30,324.2,-3.7969794213894374,True
1972-10-07,324.8,-3.220336741014023,True
1972-10-14,325.5,-2.5437079272139727,True
1972-10-21,325.1,-2.967092961717242,True
1972-10-28,325.8,-2.290491826262837,True
1972-11-04,326.3,-1.8139045026002805,True
1972-11-11,326.1,-2.0373309724900537,True
1972-11-18,326.4,-1.7607712177032226,True
1972-11-25,326.9,-1.2842252200215967,True
1972-12-02,326.9,-1.3076929612377626,True
1972-12-09,327.1,-1.1311744231550165,True
1972-12-16,327.6,-0.6546695875874775,True
1972-12-23,327.9,-0.3781784363600309,True
1972-12-30,328.2,-0.10170095130808932,True
1973-01-06,328.4,0.07476288572195244,True
1973-01-13,328.4,0.05121309287318354,True
1973-01-20,328.6,0.2276496882777792,True
1973-01-27,328.8,0.40407269005720536,True
1973-02-03,329.1,0.6804821163221959,True
1973-02-10,329.5,1.0568779851727754,True
1973-02-17,329.6,1.1332603146983047,True
1973-02-24,329.7,1.2096291229771055,True
1973-03-03,329.9,1.3859844280771654,True
1973-03-10,330.1,1.5623262480555127,True
1973-03-17,330.5,1.938654600958273,True
1973-03-24,330.8,2.2149695048212266,True
1973-03-31,330.6,1.991270977669103,True
1973-04-07,331.2,2.5675590375159345,True
1973-04-14,331.1,2.4438337023652252,True
1973-04-21,331.9,3.220094990209361,True
1973-04-28,332.1,3.396342919030417,True
1973-05-05,332.2,3.4725775067993254,True
1973-05-12,332.3,3.5487987714766405,True
1973-05-19,332.6,3.8250067310119107,False
1973-05-26,332.5,3.7012014033440437,False
1973-06-02,332.2,3.377382806401215,False
1973-06-09,332.5,3.6535509581008228,False
1973-06-16,332.0,3.1297058763495897,False
1973-06-23,331.6,2.705847579043393,False
1973-06-30,331.4,2.481976084067469,False
1973-07-07,331.5,2.55809140929631,False
1973-07-14,331.0,2.0341935725935514,False
1973-07-21,330.0,1.0102825918122562,False
1973-07-28,330.1,1.08635848479463,False
1973-08-04,330.0,0.9624212693721006,False
1973-08-11,329.5,0.4384709633654893,False
1973-08-18,329.3,0.21450758458485097,False
1973-08-25,328.5,-0.6094688491706393,False
1973-09-01,328.4,-0.7334583201123905,False
1973-09-08,327.6,-1.557460810462544,False
1973-09-15,327.8,-1.381476302454189,False
1973-09-22,327.1,-2.1055047783308964,False
1973-09-29,326.6,-2.6295462203471516,False
1973-10-06,327.0,-2.25360061076816,True
1973-10-13,327.4,-1.8776679318697802,True
1973-10-20,327.4,-1.9017481659386135,True
1973-10-27,327.1,-2.2258412952721187,True
1973-11-03,327.5,-1.849947302178407,True
1973-11-10,328.0,-1.3740661689763556,True
1973-11-17,328.2,-1.1981978779955966,True
1973-11-24,328.5,-0.9223424115763805,True
1973-12-01,329.0,-0.44649975206993986,True
1973-12-08,328.7,-0.770669881838046,True
1973-12-15,328.6,-0.8948527832532136,True
1973-12-22,328.2,-1.3190484386988715,True
1973-12-29,328.7,-0.8432568305689756,True
1974-01-05,328.9,-0.6674779412683733,True
1974-01-12,329.2,-0.39171175321263263,True
1974-01-19,329.4,-0.21595824882791703,True
1974-01-26,329.8,0.15978258944869594,True
1974-02-02,330.5,0.8355107791693399,True
1974-02-09,330.8,1.1112263378757348,True
1974-02-16,330.6,0.8869292830984818,True
1974-02-23,330.6,0.862619632357621,True
1974-03-02,330.7,0.9382974031624371,True
1974-03-09,331.2,1.4139626130115062,True
1974-03-16,332.1,2.289615279392649,True
1974-03-23,332.0,2.165255419782852,True
1974-03-30,331.5,1.6408830516485295,True
1974-04-06,332.4,2.5164981924451126,True
1974-04-13,332.1,2.1921008596175966,True
1974-04-20,332.9,2.967691070599983,True
1974-04-27,333.1,3.1432688428157007,True
1974-05-04,332.9,2.918834193677185,False
1974-05-11,333.0,2.994387140586582,False
1974-05-18,333.2,3.1699277009348066,False
1974-05-25,332.8,2.7454558921024272,False
1974-06-01,332.9,2.8209717314589398,False
1974-06-08,332.0,1.896475236363358,False
1974-06-15,332.0,1.8719664241638156,False
1974-06-22,332.2,2.0474453121977376,False
1974-06-29,331.7,1.5229119177918164,False
1974-07-06,331.7,1.498366258262081,False
1974-07-13,331.2,0.9738083509136004,False
1974-07-20,330.4,0.14923821304097373,False
1974-07-27,331.0,0.7246558619278858,False
1974-08-03,330.0,-0.29993868515265376,False
1974-08-10,329.9,-0.4245454109384923,False
1974-08-17,329.2,-1.1491642981779933,False
1974-08-24,328.9,-1.4737953296304909,False
1974-08-31,328.1,-2.2984384880658126,False
1974-09-07,328.0,-2.423093756264848,False
1974-09-14,327.3,-3.147761117018945,False
1974-09-21,326.9,-3.5724405531303773,False
1974-09-28,327.3,-3.1971320474119693,True
1974-10-05,327.3,-3.221835582687504,True
1974-10-12,327.0,-3.5465511417913262,True
1974-10-19,327.5,-3.071278707568581,True
1974-10-26,327.7,-2.896018262875259,True
1974-11-02,327.9,-2.72076979057789,True
1974-11-09,328.0,-2.6455332735538946,True
1974-11-16,328.8,-1.8703086946913459,True
1974-11-23,328.6,-2.095096036889231,True
1974-11-30,328.7,-2.0198952830570533,True
1974-12-07,329.5,-1.2447064161151502,True
1974-12-14,329.7,-1.069529418994648,True
1974-12-21,329.8,-0.9943642746372916,True
1974-12-28,329.7,-1.1192109659957055,True
1975-01-04,329.9,-0.9440694760332349,True
1975-01-11,329.8,-1.0689397877237639,True
1975-01-18,330.2,-0.6938218840522268,True
1975-01-25,331.1,0.18128425198597142,True
1975-02-01,331.1,0.15637863738442093,True
1975-02-08,331.4,0.4314612891262186,True
1975-02-15,331.0,0.006532224183615654,True
1975-02-22,331.7,0.6815914595181312,True
1975-03-01,331.8,0.756639012080484,True
1975-03-08,331.6,0.5316748988107634,True
1975-03-15,331.9,0.8066991366382013,True
1975-03-22,332.2,1.0817117424814455,True
1975-03-29,332.5,1.35671273324823,True
1975-04-05,333.0,1.8317021258356476,True
1975-04-12,333.5,2.3066799371300704,True
1975-04-19,333.5,2.281646184007002,True
1975-04-26,333.1,1.8566008833313958,True
1975-05-03,333.9,2.631544051957235,True
1975-05-10,333.9,2.6064757067280198,True
1975-05-17,333.7,2.3813958644763034,True
1975-05-24,333.7,2.35630454202402,False
1975-05-31,334.1,2.7312017561822586,False
1975-06-07,333.8,2.4060875237514665,False
1975-06-14,333.3,1.880961861521314,False
1975-06-21,333.4,1.9558247862706253,False
1975-06-28,333.1,1.6306763147678112,False
1975-07-05,332.7,1.2055164637700955,False
1975-07-12,332.0,0.48034525002429973,False
1975-07-19,331.0,-0.5448373097336798,False
1975-07-26,331.5,-0.07003119877856534,False
1975-08-02,330.8,-0.7952364003958792,False
1975-08-09,330.7,-0.920452897881944,False
1975-08-16,330.3,-1.3456806745436438,False
1975-08-23,329.3,-2.370919713698811,False
1975-08-30,328.8,-2.896169998675873,False
1975-09-06,329.4,-2.321431512814115,False
1975-09-13,328.5,-3.2467042394633836,False
1975-09-20,328.0,-3.7719881619844955,False
1975-09-27,328.2,-3.5972832637488636,True
1975-10-04,328.0,-3.8225895281386215,True
1975-10-11,328.0,-3.847906938546714,True
1975-10-18,328.5,-3.3732354783767846,True
1975-10-25,328.8,-3.098575131043276,True
1975-11-01,329.3,-2.6239258799713525,True
1975-11-08,329.2,-2.749287708596853,True
1975-11-15,329.1,-2.874660600366383,True
1975-11-22,329.5,-2.50004453873737,True
1975-11-29,330.1,-1.9254395071778276,True
1975-12-06,330.3,-1.750845489166693,True
1975-12-13,330.5,-1.5762624681935336,True
1975-12-20,331.1,-1.0016904277586605,True
1975-12-27,331.2,-0.9271293513731393,True
1976-01-03,331.5,-0.6525792225587566,True
1976-01-10,331.5,-0.6780400248481442,True
1976-01-17,331.7,-0.5035117417845072,True
1976-01-24,331.8,-0.42899435692186216,True
1976-01-31,332.2,-0.054487853825094135,True
1976-02-07,332.1,-0.17999221606953597,True
1976-02-14,332.5,0.19449257275834952,True
1976-02-21,333.2,0.8689665290617654,True
1976-02-28,332.4,0.043429669232807555,True
1976-03-06,332.8,0.41788200965316946,True
1976-03-13,333.6,1.1923235666935739,True
1976-03-20,333.1,0.666754356713966,True
1976-03-27,334.3,1.8411743960637637,True
1976-04-03,334.7,2.2155837010815276,True
1976-04-10,334.2,1.6899822880950524,True
1976-04-17,334.4,1.8643701734213778,True
1976-04-24,334.5,1.9387473733669935,True
1976-05-01,334.7,2.1131139042273617,True
1976-05-08,334.3,1.687469782287394,True
1976-05-15,334.6,1.9618150238212024,True
1976-05-22,335.4,2.736149645092155,False
1976-05-29,334.8,2.1104736623529448,False
1976-06-05,334.3,1.5847870918454419,False
1976-06-12,334.6,1.8590899498008184,False
1976-06-19,334.3,1.5333822524394805,False
1976-06-26,333.95000000000005,1.157664015971136,False
1976-07-03,333.6,0.7819352565945792,False
1976-07-10,333.4,0.5561959904981677,False
1976-07-17,332.8,-0.0695537661405865,False
1976-07-24,332.4,-0.495313997155165,False
1976-07-31,332.1,-0.8210846863894403,False
1976-08-07,331.7,-1.2468658176982785,False
1976-08-14,330.6,-2.372657374947039,False
1976-08-21,330.6,-2.3984593420121314,False
1976-08-28,330.0,-3.0242717027804247,False
1976-09-04,329.7,-3.3500944411497358,False
1976-09-11,330.0,-3.075927541028477,False
1976-09-18,329.3,-3.801770986335839,False
1976-09-25,328.4,-4.7276247610018345,False
1976-10-02,328.8,-4.353488848967004,False
1976-10-09,329.0,-4.179363234182972,True
1976-10-16,329.6,-3.6052479006118006,True
1976-10-23,329.1,-4.131142832226374,True
1976-10-30,329.0,-4.25704801301049,True
1976-11-06,329.8,-3.4829634269583494,True
1976-11-13,330.4,-2.9088890580752036,True
1976-11-20,330.5,-2.834824890376865,True
1976-11-27,330.7,-2.660770907889969,True
1976-12-04,331.1,-2.2867270946518374,True
1976-12-11,331.3,-2.11269343471065,True
1976-12-18,331.9,-1.5386699121251581,True
1976-12-25,332.2,-1.2646565109649828,True
1977-01-01,332.5,-0.990653215310374,True
1977-01-08,332.4,-1.1166600092524845,True
1977-01-15,333.1,-0.4426768768930174,True
1977-01-22,333.2,-0.36870380234455524,True
1977-01-29,333.2,-0.3947407697303902,True
1977-02-05,333.4,-0.22078776318448945,True
1977-02-12,333.3,-0.3468447668516319,True
1977-02-19,333.4,-0.27291176488739666,True
1977-02-26,333.6,-0.09898874145778791,True
1977-03-05,334.1,0.3749243192599465,True
1977-03-12,334.6,0.8488274330782133,True
1977-03-19,335.1,1.3227206157985165,True
1977-03-26,335.0,1.196603883211651,True
1977-04-02,335.5,1.6704772510977364,True
1977-04-09,335.9,2.044340735226001,True
1977-04-16,336.0,2.1181943513551573,True
1977-04-23,336.1,2.192038115232947,True
1977-04-30,336.7,2.7658720425964134,True
1977-05-07,336.8,2.8396961491720276,True
1977-05-14,336.4,2.4135104506753464,True
1977-05-21,336.8,2.7873149628113083,False
1977-05-28,336.7,2.661109701273915,False
1977-06-04,336.4,2.3348946817466754,False
1977-06-11,336.3,2.2086699199022064,False
1977-06-18,336.1,1.9824354314024504,False
1977-06-25,336.0,1.8561912318984923,False
1977-07-02,335.5,1.3299373370308558,False
1977-07-09,335.1,0.9036737624292073,False
1977-07-16,335.1,0.8774005237124811,False
1977-07-23,334.6,0.35111763648893657,False
1977-07-30,333.7,-0.5751748836440811,False
1977-08-06,333.0,-1.3014770210996858,False
1977-08-13,332.9,-1.4277887603020076,False
1977-08-20,332.8,-1.5541100856856929,False
1977-08-27,332.8,-1.580440981696313,False
1977-09-03,332.1,-2.3067814327901033,False
1977-09-10,331.2,-3.2331314234339743,False
1977-09-17,332.1,-2.3594909381056937,False
1977-09-24,330.9,-3.5858599612936928,False
1977-10-01,330.4,-4.112238477497215,True
1977-10-08,330.9,-3.6386264712260754,True
1977-10-15,331.5,-3.06502392700105,True
1977-10-22,331.5,-3.0914308293534987,True
1977-10-29,331.7,-2.9178471628256943,True
1977-11-05,332.1,-2.5442729119703245,True
1977-11-12,332.0,-2.670708061351263,True
1977-11-19,332.5,-2.197152595542775,True
1977-11-26,332.8,-1.9236064991299031,True
1977-12-03,333.2,-1.5500697567086377,True
1977-12-10,333.5,-1.2765423528854853,True
1977-12-17,333.8,-1.0030242722778553,True
1977-12-24,334.2,-0.6295154995138432,True
1977-12-31,334.6,-0.2560160192321064,True
1978-01-07,334.2,-0.6825258160824319,True
1978-01-14,334.6,-0.3090448747249752,True
1978-01-21,335.4,0.4644268201691375,True
1978-01-28,335.9,0.9378892839182527,True
1978-02-04,335.0,0.011342531829711788,True
1978-02-11,335.1,0.08478657920034038,True
1978-02-18,335.6,0.55822144131605,True
1978-02-25,335.7,0.6316471334521339,True
1978-03-04,336.2,1.1050636708731076,True
1978-03-11,336.1,0.978471068832846,True
1978-03-18,336.8,1.651869342574173,True
1978-03-25,337.3,2.1252585073295336,True
1978-04-01,337.0,1.7986385783204355,True
1978-04-08,337.9,2.672009570757666,True
1978-04-15,337.9,2.6453714998413034,True
1978-04-22,337.4,2.1187243807607956,True
1978-04-29,338.0,2.692068228694609,True
1978-05-06,338.0,2.6654030588105684,True
1978-05-13,338.1,2.7387288862659034,True
1978-05-20,337.8,2.412045726206884,True
1978-05-27,337.9,2.485353593769105,False
1978-06-03,338.4,2.958652504077577,False
1978-06-10,338.2,2.7319424722464305,False
1978-06-17,337.8,2.305223513379019,False
1978-06-24,337.3,1.7784956425679752,False
1978-07-01,337.6,2.051758874895313,False
1978-07-08,336.7,1.1250132254321557,False
1978-07-15,336.7,1.0982587092389053,False
1978-07-22,335.9,0.2714953413653802,False
1978-07-29,335.6,-0.05527686314945868,False
1978-08-05,335.1,-0.5820578892774506,False
1978-08-12,334.8,-0.9088477220011555,False
1978-08-19,334.4,-1.3356463463138084,False
1978-08-26,334.3,-1.4624537472192856,False
1978-09-02,333.8,-1.9892699097324567,False
1978-09-09,332.8,-3.0160948188787415,False
1978-09-16,332.1,-3.742928459694383,False
1978-09-23,332.3,-3.569770817226356,False
1978-09-30,332.7,-3.1966218765323333,True
1978-10-07,332.1,-3.823481622680788,True
1978-10-14,332.4,-3.5503500407509136,True
1978-10-21,333.0,-2.977227115832477,True
1978-10-28,333.1,-2.9041128330263177,True
1978-11-04,333.5,-2.5310071774438256,True
1978-11-11,333.8,-2.2579101342070658,True
1978-11-18,333.8,-2.2848216884490284,True
1978-11-25,334.2,-1.9117418253132428,True
1978-12-02,334.5,-1.6386705299540267,True
1978-12-09,334.8,-1.3656077875366464,True
1978-12-16,335.1,-1.0925535832367927,True
1978-12-23,335.1,-1.119507902241196,True
1978-12-30,335.3,-0.9464707297470909,True
1979-01-06,335.3,-0.9734420509625465,True
1979-01-13,335.9,-0.4004218511064437,True
1979-01-20,336.8,0.4725898845917982,True
1979-01-27,336.9,0.5455931708917205,True
1979-02-03,336.9,0.5185880225424171,True
1979-02-10,336.5,0.0915744542821244,False
1979-02-17,336.7,0.26455248083823335,True
1979-02-24,336.7,0.23752211692760739,True
1979-03-03,337.1,0.6104833772561733,True
1979-03-10,337.7,1.1834362765192168,True
1979-03-17,337.4,0.856380829401246,True
1979-03-24,339.0,2.429317050576117,True
1979-03-31,338.8,2.2022449547068277,True
1979-04-07,338.1,1.475164556445634,True
1979-04-14,338.6,1.9480758704341952,True
1979-04-21,339.2,2.5209789113032457,True
1979-04-28,339.6,2.893873693673015,True
1979-05-05,339.3,2.56676023215266,True
1979-05-12,338.8,2.039638541340878,True
1979-05-19,339.8,3.0125086358255544,False
1979-05-26,339.6,2.785370530183741,False
1979-06-02,339.9,3.058224238981836,False
1979-06-09,339.5,2.6310697767755755,False
1979-06-16,338.9,2.0039071581097687,False
1979-06-23,338.9,1.9767363975185503,False
1979-06-30,339.0,2.049557509525414,False
1979-07-07,338.2,1.222370508642996,False
1979-07-14,337.8,0.7951754093733143,False
1979-07-21,337.3,0.26797222620740513,False
1979-07-28,336.8,-0.2592390263741322,False
1979-08-04,337.0,-0.08645833390164626,False
1979-08-11,336.5,-0.6136856819161949,False
1979-08-18,336.1,-1.0409210559694202,False
1979-08-25,334.5,-2.668164441623901,False
1979-09-01,334.4,-2.7954158244529594,False
1979-09-08,334.0,-3.222675190040434,False
1979-09-15,334.2,-3.0499425239811444,False
1979-09-22,333.2,-4.07721781188053,True
1979-09-29,334.1,-3.2045010393547955,True
1979-10-06,334.1,-3.2317921920308663,True
1979-10-13,333.9,-3.459091255546582,True
1979-10-20,333.7,-3.6863982155501276,True
1979-10-27,334.1,-3.313713057700795,True
1979-11-03,334.7,-2.7410357676685635,True
1979-11-10,334.8,-2.6683663311339956,True
1979-11-17,335.5,-1.9957047337885,True
1979-11-24,335.6,-1.9230509613341837,True
1979-12-01,335.9,-1.6504049994840102,True
1979-12-08,336.5,-1.077766833961448,True
1979-12-15,336.7,-0.9051364505009474,True
1979-12-22,336.8,-0.8325138348475889,True
